B4,B3,B2,B1,B0,Max Districts (10) Achievable?
9,3,7,13,4,False
9,3,8,11,5,True
9,3,9,9,6,True
9,3,10,7,7,True
9,3,11,5,8,True
9,3,12,3,9,False
9,3,13,1,10,False
9,4,1,22,0,False
9,4,2,20,1,False
9,4,3,18,2,False
9,4,4,16,3,False
9,4,5,14,4,False
9,4,6,12,5,False
9,4,7,10,6,True
9,4,8,8,7,True
9,4,9,6,8,True
9,4,10,4,9,True
9,4,11,2,10,False
9,4,12,0,11,False
9,5,0,21,1,False
9,5,1,19,2,False
9,5,2,17,3,False
9,5,3,15,4,False
9,5,4,13,5,False
9,5,5,11,6,False
9,5,6,9,7,True
9,5,7,7,8,True
9,5,8,5,9,True
9,5,9,3,10,True
9,5,10,1,11,False
9,6,0,18,3,False
9,6,1,16,4,False
9,6,2,14,5,False
9,6,3,12,6,False
9,6,4,10,7,False
9,6,5,8,8,True
9,6,6,6,9,True
9,6,7,4,10,True
9,6,8,2,11,True
9,6,9,0,12,False
9,7,0,15,5,False
9,7,1,13,6,False
9,7,2,11,7,False
9,7,3,9,8,False
9,7,4,7,9,True
9,7,5,5,10,True
9,7,6,3,11,True
9,7,7,1,12,True
9,8,0,12,7,False
9,8,1,10,8,False
9,8,2,8,9,False
9,8,3,6,10,True
9,8,4,4,11,True
9,8,5,2,12,True
9,8,6,0,13,True
9,9,0,9,9,False
9,9,1,7,10,False
9,9,2,5,11,True
9,9,3,3,12,True
9,9,4,1,13,True
9,10,0,6,11,False
9,10,1,4,12,True
9,10,2,2,13,True
9,10,3,0,14,True
9,11,0,3,13,True
9,11,1,1,14,True
9,12,0,0,15,True
10,0,6,20,0,False
10,0,7,18,1,False
10,0,8,16,2,False
10,0,9,14,3,False
10,0,10,12,4,True
10,0,11,10,5,True
10,0,12,8,6,True
10,0,13,6,7,False
10,0,14,4,8,False
10,0,15,2,9,False
10,0,16,0,10,False
10,1,4,21,0,False
10,1,5,19,1,False
10,1,6,17,2,False
10,1,7,15,3,False
10,1,8,13,4,False
10,1,9,11,5,True
10,1,10,9,6,True
10,1,11,7,7,True
10,1,12,5,8,False
10,1,13,3,9,False
10,1,14,1,10,False
10,2,2,22,0,False
10,2,3,20,1,False
10,2,4,18,2,False
10,2,5,16,3,False
10,2,6,14,4,False
10,2,7,12,5,False
10,2,8,10,6,True
10,2,9,8,7,True
10,2,10,6,8,True
10,2,11,4,9,False
10,2,12,2,10,False
10,2,13,0,11,False
10,3,0,23,0,False
10,3,1,21,1,False
10,3,2,19,2,False
10,3,3,17,3,False
10,3,4,15,4,False
10,3,5,13,5,False
10,3,6,11,6,False
10,3,7,9,7,True
10,3,8,7,8,True
10,3,9,5,9,True
10,3,10,3,10,False
10,3,11,1,11,False
10,4,0,20,2,False
10,4,1,18,3,False
10,4,2,16,4,False
10,4,3,14,5,False
10,4,4,12,6,False
10,4,5,10,7,False
10,4,6,8,8,True
10,4,7,6,9,True
10,4,8,4,10,True
10,4,9,2,11,False
10,4,10,0,12,False
10,5,0,17,4,False
10,5,1,15,5,False
10,5,2,13,6,False
10,5,3,11,7,False
10,5,4,9,8,False
10,5,5,7,9,True
10,5,6,5,10,True
10,5,7,3,11,True
10,5,8,1,12,False
10,6,0,14,6,False
10,6,1,12,7,False
10,6,2,10,8,False
10,6,3,8,9,False
10,6,4,6,10,True
10,6,5,4,11,True
10,6,6,2,12,True
10,6,7,0,13,False
10,7,0,11,8,False
10,7,1,9,9,False
10,7,2,7,10,False
10,7,3,5,11,True
10,7,4,3,12,True
10,7,5,1,13,True
10,8,0,8,10,False
10,8,1,6,11,False
10,8,2,4,12,True
10,8,3,2,13,True
10,8,4,0,14,True
10,9,0,5,12,False
10,9,1,3,13,True
10,9,2,1,14,True
10,10,0,2,14,True
10,10,1,0,15,True
11,0,3,22,0,False
11,0,4,20,1,False
11,0,5,18,2,False
11,0,6,16,3,False
11,0,7,14,4,False
11,0,8,12,5,False
11,0,9,10,6,True
11,0,10,8,7,True
11,0,11,6,8,False
11,0,12,4,9,False
11,0,13,2,10,False
11,0,14,0,11,False
11,1,1,23,0,False
11,1,2,21,1,False
11,1,3,19,2,False
11,1,4,17,3,False
11,1,5,15,4,False
11,1,6,13,5,False
11,1,7,11,6,False
11,1,8,9,7,True
11,1,9,7,8,True
11,1,10,5,9,False
11,1,11,3,10,False
11,1,12,1,11,False
11,2,0,22,1,False
11,2,1,20,2,False
11,2,2,18,3,False
11,2,3,16,4,False
11,2,4,14,5,False
11,2,5,12,6,False
11,2,6,10,7,False
11,2,7,8,8,True
11,2,8,6,9,True
11,2,9,4,10,False
11,2,10,2,11,False
11,2,11,0,12,False
11,3,0,19,3,False
11,3,1,17,4,False
11,3,2,15,5,False
11,3,3,13,6,False
11,3,4,11,7,False
11,3,5,9,8,False
11,3,6,7,9,True
11,3,7,5,10,True
11,3,8,3,11,False
11,3,9,1,12,False
11,4,0,16,5,False
11,4,1,14,6,False
11,4,2,12,7,False
11,4,3,10,8,False
11,4,4,8,9,False
11,4,5,6,10,True
11,4,6,4,11,True
11,4,7,2,12,False
11,4,8,0,13,False
11,5,0,13,7,False
11,5,1,11,8,False
11,5,2,9,9,False
11,5,3,7,10,False
11,5,4,5,11,True
11,5,5,3,12,True
11,5,6,1,13,False
11,6,0,10,9,False
11,6,1,8,10,False
11,6,2,6,11,False
11,6,3,4,12,True
11,6,4,2,13,True
11,6,5,0,14,False
11,7,0,7,11,False
11,7,1,5,12,False
11,7,2,3,13,True
11,7,3,1,14,True
11,8,0,4,13,False
11,8,1,2,14,True
11,8,2,0,15,True
11,9,0,1,15,True
12,0,0,24,0,False
12,0,1,22,1,False
12,0,2,20,2,False
12,0,3,18,3,False
12,0,4,16,4,False
12,0,5,14,5,False
12,0,6,12,6,False
12,0,7,10,7,False
12,0,8,8,8,True
12,0,9,6,9,False
12,0,10,4,10,False
12,0,11,2,11,False
12,0,12,0,12,False
12,1,0,21,2,False
12,1,1,19,3,False
12,1,2,17,4,False
12,1,3,15,5,False
12,1,4,13,6,False
12,1,5,11,7,False
12,1,6,9,8,False
12,1,7,7,9,True
12,1,8,5,10,False
12,1,9,3,11,False
12,1,10,1,12,False
12,2,0,18,4,False
12,2,1,16,5,False
12,2,2,14,6,False
12,2,3,12,7,False
12,2,4,10,8,False
12,2,5,8,9,False
12,2,6,6,10,True
12,2,7,4,11,False
12,2,8,2,12,False
12,2,9,0,13,False
12,3,0,15,6,False
12,3,1,13,7,False
12,3,2,11,8,False
12,3,3,9,9,False
12,3,4,7,10,False
12,3,5,5,11,True
12,3,6,3,12,False
12,3,7,1,13,False
12,4,0,12,8,False
12,4,1,10,9,False
12,4,2,8,10,False
12,4,3,6,11,False
12,4,4,4,12,True
12,4,5,2,13,False
12,4,6,0,14,False
12,5,0,9,10,False
12,5,1,7,11,False
12,5,2,5,12,False
12,5,3,3,13,True
12,5,4,1,14,False
12,6,0,6,12,False
12,6,1,4,13,False
12,6,2,2,14,True
12,6,3,0,15,False
12,7,0,3,14,False
12,7,1,1,15,True
12,8,0,0,16,True
13,0,0,20,3,False
13,0,1,18,4,False
13,0,2,16,5,False
13,0,3,14,6,False
13,0,4,12,7,False
13,0,5,10,8,False
13,0,6,8,9,False
13,0,7,6,10,False
13,0,8,4,11,False
13,0,9,2,12,False
13,0,10,0,13,False
13,1,0,17,5,False
13,1,1,15,6,False
13,1,2,13,7,False
13,1,3,11,8,False
13,1,4,9,9,False
13,1,5,7,10,False
13,1,6,5,11,False
13,1,7,3,12,False
13,1,8,1,13,False
13,2,0,14,7,False
13,2,1,12,8,False
13,2,2,10,9,False
13,2,3,8,10,False
13,2,4,6,11,False
13,2,5,4,12,False
13,2,6,2,13,False
13,2,7,0,14,False
13,3,0,11,9,False
13,3,1,9,10,False
13,3,2,7,11,False
13,3,3,5,12,False
13,3,4,3,13,False
13,3,5,1,14,False
13,4,0,8,11,False
13,4,1,6,12,False
13,4,2,4,13,False
13,4,3,2,14,False
13,4,4,0,15,False
13,5,0,5,13,False
13,5,1,3,14,False
13,5,2,1,15,False
13,6,0,2,15,False
13,6,1,0,16,False
14,0,0,16,6,False
14,0,1,14,7,False
14,0,2,12,8,False
14,0,3,10,9,False
14,0,4,8,10,False
14,0,5,6,11,False
14,0,6,4,12,False
14,0,7,2,13,False
14,0,8,0,14,False
14,1,0,13,8,False
14,1,1,11,9,False
14,1,2,9,10,False
14,1,3,7,11,False
14,1,4,5,12,False
14,1,5,3,13,False
14,1,6,1,14,False
14,2,0,10,10,False
14,2,1,8,11,False
14,2,2,6,12,False
14,2,3,4,13,False
14,2,4,2,14,False
14,2,5,0,15,False
14,3,0,7,12,False
14,3,1,5,13,False
14,3,2,3,14,False
14,3,3,1,15,False
14,4,0,4,14,False
14,4,1,2,15,False
14,4,2,0,16,False
14,5,0,1,16,False
15,0,0,12,9,False
15,0,1,10,10,False
15,0,2,8,11,False
15,0,3,6,12,False
15,0,4,4,13,False
15,0,5,2,14,False
15,0,6,0,15,False
15,1,0,9,11,False
15,1,1,7,12,False
15,1,2,5,13,False
15,1,3,3,14,False
15,1,4,1,15,False
15,2,0,6,13,False
15,2,1,4,14,False
15,2,2,2,15,False
15,2,3,0,16,False
15,3,0,3,15,False
15,3,1,1,16,False
15,4,0,0,17,False
16,0,0,8,12,False
16,0,1,6,13,False
16,0,2,4,14,False
16,0,3,2,15,False
16,0,4,0,16,False
16,1,0,5,14,False
16,1,1,3,15,False
16,1,2,1,16,False
16,2,0,2,16,False
16,2,1,0,17,False
17,0,0,4,15,False
17,0,1,2,16,False
17,0,2,0,17,False
17,1,0,1,17,False
18,0,0,0,18,False
